word,language,lang_code,seed_word,meaning_en,category,domain,morph_type,ipa,x1_weight,x2_time,x3_space,x4_flow,x5_hardness,x6_moisture,x7_freq_hz,x8_decay,color_hex
きちん,JP,ja,きち,Manner or sound of きちん: 整頓された condition/state。高いBo数と抑制。,Psychomime (State/Manner),Other,N(撥音単発),kitɕiŋ,3,8,9,9,2,3,1200.0,8,#F5F5F5
きっちり,JP,ja,きっち,Manner or sound of きっちり: 精密な適合。強い直接性と剛体感。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),kittɕiɾi,4,8,9,9,1,2,1300.0,7,#708090
きなきな,JP,ja,きな,Manner or sound of きなきな: 柔らかい運動。高い流体性とMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kinakina,2,3,2,4,8,6,350.0,2,#F5DEB3
きびきび,JP,ja,きひ,Manner or sound of きびきび: 効率的な運動。高い時間性とSpace直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kibikibi,3,8,8,4,5,4,600.0,7,#FFFFFF
きゃっきゃっ,JP,ja,きゃっきゃ,Manner or sound of きゃっきゃっ: 女性や子供がはしゃぎ楽しそうに笑う voice/cry.,Psychomime (State/Manner),Other,REDUP(畳語・同一),kjakkjaʔ,2,9,6,0,8,3,2200.0,9,#FF69B4
きゃんきゃん,JP,ja,きゃんきゃ,Manner or sound of きゃんきゃん: 高い透徹力。鋭い空間直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kjaŋkjaŋ,3,7,7,4,7,4,1800.0,5,#FFD700
きゃーきゃー,JP,ja,きゃーきゃ,Manner or sound of きゃーきゃー: 持続的な高 sound.高い流体性と自由なFlow。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kjaːkjaː,2,5,5,1,8,5,2000.0,2,#FFB6C1
きゅうきゅう,JP,ja,きゅう,Manner or sound of きゅうきゅう: 圧迫。高い抑制と空間直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kjuukjuu,5,4,7,9,3,3,1500.0,5,#FFFFE0
きゅっ,JP,ja,きゅ,Manner or sound of きゅっ: 瞬間的な締め付け。高いBo数とDecay。,Psychomime (State/Manner),Other,Q(促音単発),kjuʔ,4,9,9,9,2,2,1800.0,9,#FFFFFF
きょとん,JP,ja,きょと,Manner or sound of きょとん: 状況がわからず呆然と目が丸くなる manner.,Psychomime (State/Manner),Other,N(撥音単発),kjotoŋ,2,7,4,6,8,4,450.0,7,#FFFFFF
きょろきょろ,JP,ja,きょろ,Manner or sound of きょろきょろ: 周囲を落ち着かなく見回す state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),kjoɾokjoɾo,2,7,6,4,9,3,500.0,5,#ADFF2F
きらきら,JP,ja,きら,Manner or sound of きらきら: 光を浴びて眩しく輝く state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),kiɾakiɾa,1,6,5,0,9,1,1200.0,4,#FFD700
きらっ,JP,ja,きら,Manner or sound of きらっ: 瞬光。最大の時間性と直接性。,Psychomime (State/Manner),Other,Q(促音単発),kiɾaʔ,1,9,9,1,9,1,1500.0,9,#FFFFFF
きらり,JP,ja,きら,Manner or sound of きらり: 指向性のある輝き。流体的な余韻。,Psychomime (State/Manner),Other,RI(り単発),kiɾaɾi,1,7,8,2,9,2,1300.0,6,#FFFACD
きりきり,JP,ja,きりき,Manner or sound of きりきり: 強く締め付けたり引き絞ったり、痛む state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),kiɾikiɾi,5,8,8,9,2,1,1600.0,8,#FF4500
きんきらきん,JP,ja,きんきらき,Manner or sound of きんきらきん: 過剰な輝き。高い空間直接性とHardness。,Psychomime (State/Manner),Other,N(撥音単発),kiŋkiɾakiŋ,4,6,9,2,2,2,1400.0,4,#FFD700
きー,JP,ja,き,Manner or sound of きー: 高周波持続 sound.高い抑制と空間指向性。,Psychomime (State/Manner),Other,LONG(長音ー),kiː,2,1,8,9,4,1,2800.0,0,#FFFF00
きーん,JP,ja,き,Manner or sound of きーん: 金属的な共鳴。遠達性の高いSpace 9。,Psychomime (State/Manner),Other,LONG+N(長音+ん),kiːŋ,3,2,9,7,3,2,3000.0,1,#F0FFFF
ぎいぎい,JP,ja,きい,Manner or sound of ぎいぎい: 重い摩擦 sound.有声音によるWeightの増加。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡiiɡii,6,4,6,9,3,2,800.0,2,#556B2F
ぎくぎく,JP,ja,きく,Manner or sound of ぎくぎく: 不自然な運動。高い抑制と重いWeight。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡikuɡiku,7,7,4,9,4,3,350.0,7,#696969
ぎくしゃく,JP,ja,きくしゃく,Manner or sound of ぎくしゃく: ぎこちなく滑らかに進まない state/manner.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡikuɕaku,6,7,5,8,5,2,600.0,7,#708090
ぎくっ,JP,ja,きく,Manner or sound of ぎくっ: 驚愕による停止。高い圧縮性とWeight。,Psychomime (State/Manner),Other,Q(促音単発),ɡikuʔ,7,9,8,9,4,2,400.0,9,#000000
ぎこぎこ,JP,ja,きこ,Manner or sound of ぎこぎこ: 鋸などの重い往復摩擦。Hardness 3。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡikoɡiko,6,6,6,8,3,1,500.0,6,#8B4513
ぎざぎざ,JP,ja,きさ,Manner or sound of ぎざぎざ: 鋭利な形状。高い空間直接性と抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡizaɡiza,5,5,7,8,4,2,900.0,5,#778899
ぎしぎし,JP,ja,きし,Manner or sound of ぎしぎし: 荷重のかかった摩擦。最大のFlow抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡiɕiɡiɕi,6,7,6,9,3,2,1000.0,7,#556B2F
ぎすぎす,JP,ja,きす,Manner or sound of ぎすぎす: 潤滑不足。低いMoistureと高い抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡisuɡisu,5,4,5,9,6,1,1200.0,5,#808080
ぎちぎち,JP,ja,きち,Manner or sound of ぎちぎち: 高密度の充填。強い重量感と剛性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡitɕiɡitɕi,7,8,8,9,2,2,1100.0,8,#2F4F4F
ぎとぎと,JP,ja,きと,Manner or sound of ぎとぎと: 油脂の粘性。最大級のMoistureと低いRe数。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡitoɡito,6,3,2,7,5,9,180.0,2,#4B3621
ぎゃふん,JP,ja,きゃふ,Manner or sound of ぎゃふん: 完膚なきまでの論破。高いBo数と直接性。,Psychomime (State/Manner),Other,N(撥音単発),ɡjaɸuŋ,6,8,9,8,4,5,300.0,8,#000000
ぎゃーぎゃー,JP,ja,きゃーきゃ,Manner or sound of ぎゃーぎゃー: 騒々しい有声摩擦。高いWeightと流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡjaːɡjaː,7,5,6,2,6,5,1200.0,2,#FF4500
ぎゅうぎゅう,JP,ja,きゅう,Manner or sound of ぎゅうぎゅう: 強力な圧縮。最大のWeightと抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡjuuɡjuu,8,4,8,9,3,3,400.0,4,#8B0000
ぎゅっ,JP,ja,きゅ,Manner or sound of ぎゅっ: 瞬時の凝縮。高いBo数と空間指向性。,Psychomime (State/Manner),Other,Q(促音単発),ɡjuʔ,7,9,9,9,3,2,500.0,9,#000000
ぎょっ,JP,ja,きょ,Manner or sound of ぎょっ: 強い衝撃的驚き。高い時間性と重量。,Psychomime (State/Manner),Other,Q(促音単発),ɡjoʔ,8,9,8,9,4,4,300.0,9,#FF0000
ぎょろぎょろ,JP,ja,きょろ,Manner or sound of ぎょろぎょろ: 目玉の運動。高いMoistureと空間直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡjoɾoɡjoɾo,5,6,7,4,7,7,250.0,5,#006400
ぎらぎら,JP,ja,きら,Manner or sound of ぎらぎら: 強烈な光を放ってギラついている state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡiɾaɡiɾa,6,5,7,1,7,3,1100.0,3,#FFD700
ぎりぎり,JP,ja,きりき,Manner or sound of ぎりぎり: 限界に達していて余裕がない manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡiɾiɡiɾi,7,7,8,9,3,1,950.0,7,#FF0000
ぎー,JP,ja,き,Manner or sound of ぎー: 重い持続摩擦。有声音によるWeight。,Psychomime (State/Manner),Other,LONG(長音ー),ɡiː,6,2,7,9,3,2,700.0,0,#556B2F
くうくう,JP,ja,くう,Manner or sound of くうくう: 鳩や寝息。極めて低いWeightと高い流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuukuu,2,2,1,3,9,6,280.0,2,#F5F5DC
くさくさ,JP,ja,くさ,Manner or sound of くさくさ: 鬱屈。低いSpaceと抑制されたFlow。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kusakusa,4,3,2,7,8,2,800.0,4,#556B2F
くしゃくしゃ,JP,ja,くしゃ,Manner or sound of くしゃくしゃ: 形状の崩壊。高いRe数を示す。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuɕakuɕa,3,7,5,4,6,3,1500.0,6,#D2B48C
くすくす,JP,ja,くす,Manner or sound of くすくす: 忍び笑い。最小のWeightと抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kusukusu,1,5,2,6,9,3,1100.0,5,#FFFACD
くたくた,JP,ja,くた,Manner or sound of くたくた: 疲労。高い流体性とMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kutakuta,6,3,1,4,8,7,220.0,3,#D3D3D3
くだくだ,JP,ja,くた,Manner or sound of くだくだ: 冗長な話。低いTimeと高い粘性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kudakuda,5,2,2,6,6,7,180.0,2,#808080
くちゃくちゃ,JP,ja,くちゃ,Manner or sound of くちゃくちゃ: 咀嚼や粘着。最大のMoistureとRe数。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kutɕakutɕa,4,6,4,5,7,9,450.0,5,#8B4513
くっきり,JP,ja,くっき,Manner or sound of くっきり: 輪郭の明瞭。高い直接性と低いMoisture。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),kukkiɾi,3,8,9,7,4,1,650.0,8,#000000
くっくっ,JP,ja,くっく,Manner or sound of くっくっ: 漏れ出る笑い。高い時間性と抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kukkuʔ,2,9,5,8,5,4,500.0,9,#FFFFFF
くどくど,JP,ja,くと,Manner or sound of くどくど: 重い執拗さ。鼻音的共鳴と高い粘性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kudokudo,6,2,3,7,5,8,160.0,2,#4B0082
くにゃくにゃ,JP,ja,くにゃ,Manner or sound of くにゃくにゃ: 軟体。高い流体性と低いHardness。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuɲakuɲa,2,3,1,3,9,8,250.0,2,#FFDAB9
くねくね,JP,ja,くね,Manner or sound of くねくね: 曲線運動。Re数の低い層流的運動。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kunekune,3,3,2,3,9,7,280.0,1,#ADFF2F
くやくや,JP,ja,くや,Manner or sound of くやくや: 悩み。中程度の流体性と抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kujakuja,3,4,2,5,8,6,300.0,3,#708090
くよくよ,JP,ja,くよ,Manner or sound of くよくよ: 停滞する思考。低いSpaceと高い抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kujokujo,4,2,1,7,7,6,250.0,2,#4682B4
くらくら,JP,ja,くら,Manner or sound of くらくら: 目眩。高い流体性と不定形なSpace。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuɾakuɾa,4,5,2,2,9,5,350.0,4,#FFFFFF
くりくり,JP,ja,くりく,Manner or sound of くりくり: 円形運動。高い時間性と流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuɾikuɾi,2,7,7,3,7,4,600.0,5,#F5DEB3
くるくる,JP,ja,くる,Manner or sound of くるくる: 軽快な回転。高い流体性と自由なFlow。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuɾukuɾu,2,6,4,1,9,3,480.0,4,#87CEEB
くるっ,JP,ja,くる,Manner or sound of くるっ: 瞬時の反転。高いBo数と直接性。,Psychomime (State/Manner),Other,Q(促音単発),kuɾuʔ,2,9,8,5,7,2,550.0,9,#FFFFFF
くるり,JP,ja,くる,Manner or sound of くるり: 円滑な旋回。余韻のある流体。,Psychomime (State/Manner),Other,RI(り単発),kuɾuɾi,2,6,6,2,9,3,500.0,5,#F0F8FF
くんくん,JP,ja,くんく,Manner or sound of くんくん: 嗅覚的探索。高い空間直接性と鼻腔共鳴。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kuŋkuŋ,3,5,8,6,5,5,300.0,4,#D2B48C
ぐいぐい,JP,ja,くい,Manner or sound of ぐいぐい: 強引な牽引。高いWeightと空間直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuiɡui,7,7,9,4,5,5,350.0,5,#FF4500
ぐうぐう,JP,ja,くう,Manner or sound of ぐうぐう: 深い眠り。低い周波数と高いMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuuɡuu,6,2,2,2,6,7,150.0,1,#483D8B
ぐしゃぐしゃ,JP,ja,くしゃ,Manner or sound of ぐしゃぐしゃ: 破壊と湿潤。高いRe数とMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuɕaɡuɕa,6,7,3,4,6,8,400.0,6,#8B4513
ぐずぐず,JP,ja,くす,Manner or sound of ぐずぐず: グズついて actionや決断が遅い state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuzuɡuzu,6,2,1,9,4,8,180.0,3,#556B2F
ぐちゃぐちゃ,JP,ja,くちゃ,Manner or sound of ぐちゃぐちゃ: 高い不規則性と湿潤。最大Moisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡutɕaɡutɕa,6,6,3,5,6,9,320.0,5,#4B3621
ぐっしょり,JP,ja,くっしょ,Manner or sound of ぐっしょり: 飽和 condition/state。高いMoistureと中程度のWeight。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡuɕɕoɾi,5,4,3,3,7,9,280.0,6,#000080
ぐっすり,JP,ja,くっす,Manner or sound of ぐっすり: 安定。低いWeightと自由なFlow。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡussuɾi,4,2,2,0,8,5,250.0,5,#191970
ぐったり,JP,ja,くった,Manner or sound of ぐったり: 疲労や病気で力を失い横たわる state/manner.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡuttaɾi,8,3,1,4,7,7,180.0,7,#708090
ぐつぐつ,JP,ja,くつ,Manner or sound of ぐつぐつ: 鍋などが沸騰して泡立つ音・ state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡutsuɡutsu,6,5,6,7,7,9,220.0,5,#FF4500
ぐにゃぐにゃ,JP,ja,くにゃ,Manner or sound of ぐにゃぐにゃ: 柔らかくて骨がなく折れ曲がる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuɲaɡuɲa,5,4,1,4,8,9,200.0,3,#ADFF2F
ぐにゃり,JP,ja,くにゃ,Manner or sound of ぐにゃり: 塑性変形。単発の強い流体運動。,Psychomime (State/Manner),Other,RI(り単発),ɡuɲaɾi,6,6,4,5,7,8,240.0,6,#9ACD32
ぐびりぐびり,JP,ja,くひりくひ,Manner or sound of ぐびりぐびり: 喉を通る流体。高いBo数とMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡubiɾiɡubiɾi,6,6,7,5,5,8,260.0,6,#4169E1
ぐらぐら,JP,ja,くら,Manner or sound of ぐらぐら: 土台が揺らいで不安定な state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuɾaɡuɾa,7,5,3,3,8,4,220.0,4,#808080
ぐらっ,JP,ja,くら,Manner or sound of ぐらっ: 瞬間的な揺らぎ。高い圧縮性と重量。,Psychomime (State/Manner),Other,Q(促音単発),ɡuɾaʔ,8,9,7,6,7,3,250.0,9,#000000
ぐりぐり,JP,ja,くりく,Manner or sound of ぐりぐり: 押し付け。高いWeightと空間直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuɾiɡuɾi,7,7,8,8,3,4,320.0,6,#8B4513
ぐるぐる,JP,ja,くる,Manner or sound of ぐるぐる: 何度も回転する state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuɾuɡuɾu,5,5,4,2,9,3,300.0,4,#4682B4
ぐるっ,JP,ja,くる,Manner or sound of ぐるっ: 瞬時の回転。高いBo数と直接性。,Psychomime (State/Manner),Other,Q(促音単発),ɡuɾuʔ,6,9,8,6,7,2,400.0,9,#FFFFFF
ぐるり,JP,ja,くる,Manner or sound of ぐるり: 周回。高い空間性と流体的な余韻。,Psychomime (State/Manner),Other,RI(り単発),ɡuɾuɾi,5,6,7,3,8,3,380.0,5,#708090
ぐん,JP,ja,く,Manner or sound of ぐん: 強力な一歩。最大のWeightと直接性。,Psychomime (State/Manner),Other,N(撥音単発),ɡuŋ,8,8,9,6,4,4,280.0,8,#000080
ぐんぐん,JP,ja,くんく,Manner or sound of ぐんぐん: 勢いよく前方や上方へ進む・成長する manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡuŋɡuŋ,7,7,9,4,5,5,320.0,5,#1E90FF
ぐんなり,JP,ja,くんな,Manner or sound of ぐんなり: 萎れ。高いMoistureと低いSpace。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡunnaɾi,7,3,2,5,7,8,200.0,6,#696969
ぐーすか,JP,ja,くーすか,Manner or sound of ぐーすか: 鼾。流体性と乾燥摩擦の混在。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡuːsuka,5,2,2,1,7,4,450.0,2,#FFE4E1
けいけい,JP,ja,けい,Manner or sound of けいけい: 高い鋭利さ。空間直接性と時間性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),keikei,3,6,7,6,6,2,1500.0,4,#FFFF00
けざけざ,JP,ja,けさ,Manner or sound of けざけざ: 表面の粗さ。高いRe数。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kezakeza,4,5,6,7,4,1,900.0,5,#778899
けたけた,JP,ja,けた,Manner or sound of けたけた: 軽薄な笑い。高い時間性と流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ketaketa,2,8,6,3,8,3,700.0,7,#FFD700
けちょんけちょん,JP,ja,けちょんけちょ,Manner or sound of けちょんけちょん: 徹底的な批判。高いSpace直接性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ketɕoŋketɕoŋ,5,8,9,7,3,4,550.0,8,#8B0000
けばけば,JP,ja,けは,Manner or sound of けばけば: 過剰な視覚刺激。高いRe数。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kebakeba,4,5,6,4,6,3,800.0,4,#FF00FF
けらけら,JP,ja,けら,Manner or sound of けらけら: 高い流体性と自由なFlow。軽快な笑い。,Psychomime (State/Manner),Other,REDUP(畳語・同一),keɾakeɾa,2,7,4,1,9,2,650.0,5,#FFFFE0
けろけろ,JP,ja,けろ,Manner or sound of けろけろ: 蛙や無頓着。高い流体性と適度なMoisture。,Psychomime (State/Manner),Other,REDUP(畳語・同一),keɾokeɾo,3,6,4,2,8,4,500.0,4,#00FF00
げたげた,JP,ja,けた,Manner or sound of げたげた: 下品な笑い。高いWeightと流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡetaɡeta,6,7,5,3,7,4,400.0,6,#DAA520
げっそり,JP,ja,けっそ,Manner or sound of げっそり: 急激に痩せ衰えたり失望したりする manner.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡessoɾi,7,6,4,8,5,2,350.0,7,#A9A9A9
げらげら,JP,ja,けら,Manner or sound of げらげら: 大声で遠慮なく笑い転げる voice/cry.,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡeɾaɡeɾa,5,6,5,1,9,4,420.0,3,#FFA500
げろげろ,JP,ja,けろ,Manner or sound of げろげろ: 嘔吐。最大級のMoistureと流体性。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡeɾoɡeɾo,6,4,3,4,8,9,220.0,3,#32CD32
げんなり,JP,ja,けんな,Manner or sound of げんなり: 嫌悪。高いWeightと鼻音の粘性。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),ɡennaɾi,7,3,2,6,6,7,180.0,7,#483D8B
げーげー,JP,ja,けーけ,Manner or sound of げーげー: 激しい嘔吐 sound.持続的な流出。,Psychomime (State/Manner),Other,REDUP(畳語・同一),ɡeːɡeː,7,4,4,3,6,8,200.0,1,#556B2F
こけこっこー,JP,ja,こけこっこ,Manner or sound of こけこっこー: 鶏の鳴 sound.高い空間指向性と時間性。,Psychomime (State/Manner),Other,LONG(長音ー),kokekokkoː,4,7,8,2,5,2,800.0,3,#FF0000
こそこそ,JP,ja,こそ,Manner or sound of こそこそ: 隠密。最小のWeightと最大の抑制。,Psychomime (State/Manner),Other,REDUP(畳語・同一),kosokoso,1,5,2,9,7,2,900.0,5,#2F4F4F
